"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Richard Brooks","Richard Brooks, Frank O'Rourke","Columbia Pictures","Columbia, TriStar Pictures","PG-13","Western","English","Nov 2, 1966, Original","Apr 16, 2012","1h 57m","Four soldiers of fortune are hired by a wealthy rancher to rescue his beautiful young wife who has been kidnapped by a villainous Mexican bandit. When they finally find her, after fighting their way across deserts and mountains, they discover she is not being held against her will. This causes friction within the band as to whether they should honor their agreement.",90,81,"The Professionals"
