"Director","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Robert Florey","Paramount Pictures","Paramount","Crime, Drama","English","Dec 17, 1937, Original","1h 3m","A Chinese-American (Anna May Wong) avenges her father, slain by smugglers led by a San Francisco socialite.",95,80,"Daughter of Shanghai"
