"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Peter Hyams","Irwin Winkler, Robert Chartoff","Peter Hyams","United Artists","R","Crime, Drama","English","Nov 30, 2016","1h 32m","Los Angeles vice cops Michael Keneely (Elliott Gould), tall and hunched, and Patrick Farrell (Robert Blake), short and resentful, tidy up the streets from the drug dealers, prostitutes and petty thugs without fuss -- or much real interest. Goaded by the brash conceit of mobster chief Carl Rizzo (Allen Garfield), the eclectic partners go after him, earning not only his wrath but that of the their department superiors, who would rather that Keneely and Farrell stick to going after petty criminals.",17,55,"Busting"
