"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Marshall Lewy","Andrew Paquin, Kyle Irving","Marshall Lewy","R (Language)","Comedy","English","Mar 12, 2013","1h 30m","In the days leading up to the 2004 U.S. presidential election, political activist John Logue (Breckin Meyer) makes an inebriated pledge: He'll move to Canada if George W. Bush is reelected. When the unthinkable happens, John decides to own up to his promise. With the help of the group ""Marry a Canadian,"" John joins forces with another aspiring ex-pat, Chloe (Anna Paquin), for a road trip up north during which they talk politics, life and, eventually, love.",40,34,"Blue State"
