"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Ridley Scott","David Puttnam","Gerald Vaughan-Hughes, Joseph Conrad","Paranoid Pictures, Scott Free Productions, Enigma Productions","PG","History, Drama","English","Jul 1, 2013","1h 41m","Flat (1.85:1)","Armand d'Hubert (Keith Carradine) and Gabriel Féraud (Harvey Keitel) are French soldiers under Napoleon. A trivial quarrel between d'Hubert and Féraud escalates into a lifelong grudge, and, as war rages on, the officers repeatedly challenge one another to violent sword and pistol duels. After 15 years, both men have distinguished themselves through their service and become generals, however, their mutual hatred never ceases, even when the initial cause of their rivalry is forgotten.",74,83,"The Duellists"
