"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Michael A. Goorjian","Michael A. Goorjian, Robert Patrick Malkassian, Arman Nshanian, Sol Tryon","Michael A. Goorjian","Variance Films","People of Ar, Palodeon Pictures","Drama, Comedy","Armenian","Sep 8, 2023, Limited","$395.0K","1h 57m","In 1948, decades after fleeing Armenia to the US as a child, Charlie returns in the hope of finding a connection to his roots, but what he finds instead is a country crushed under Soviet rule. After being unjustly imprisoned, Charlie falls into despair, until he discovers that he can see into a nearby apartment from his cell window -- the home of a prison guard. As his life unexpectedly becomes entwined with the man's, he begins to see that the true spirit of his homeland is alive in its passionate people. Filled with warmth and humor, Amerikatsi celebrates the resilience of the human spirit and the bonds that unite us all.",89,99,"Amerikatsi"
