"Director","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Julien Duvivier","Charles Spaak, Julien Duvivier","Filmsonor","Crime, Drama, Mystery & Thriller","French (France)","Nov 26, 1947, Limited","Jan 20, 2017","$41.6K","1h 35m","Alice (Viviane Romance) gets out of jail after taking the rap for a crime committed by her lover, Alfred (Paul Bernard), only to find that he has recently broken the law in a more serious fashion: After a botched holdup, Alfred brutally murdered an elderly woman. Just when the couple think their days are numbered, town outcast Monsieur Hire (Michel Simon) begins to fall for Alice. Realizing that the locals despise the pariah, Alice uses her charms to trick him into taking the fall.",100,92,"Panic"
