"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Richard Alan Reid, Nick Fabiano","Greg Glienna, Peter Stass, Kirsten Guenther, Dan Scheinkman, Richard Alan Reid","Amazon Freevee","Buzzfeed Studios","R","Romance, Comedy","English","Aug 18, 2023","1h 20m","After a disastrous first date, wild child Nicole and socially anxious Max vow to lose each other's numbers, until they learn that their dogs found a love match, and now puppies are on the way.",47,88,"Puppy Love"
