"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Kirk Wong","Warren Zide, Wesley Snipes","Ben Ramsey","TriStar Pictures, Lion Rock Productions","R","Action","English","Mar 9, 2014","$27.1M","1h 31m","Surround","Affable hit man Melvin Smiley (Mark Wahlberg) is constantly being scammed by his cutthroat colleagues in the life-ending business. So, when he and his fellow assassins kidnap the daughter of an electronics mogul, it's naturally Melvin who takes the fall when their prime score turns sour. That's because the girl is the goddaughter of the gang's ruthless crime boss. But, even while dodging bullets, Melvin has to keep his real job secret from his unsuspecting fiancée, Pam (Christina Applegate).",41,57,"The Big Hit"
