"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Geoffrey Wright","Marshall Persinger, Eli Selden","Ken Selden","Rogue Pictures, Fresh Produce Company, Industry Entertainment","R","Horror","English","Mar 29, 2016","1h 40m","A small-town sheriff, Brent Marken (Michael Biehn), discovers the presence of a serial killer in his sleepy hamlet. Since the perpetrator has been targeting only virgins, both male and female, the deaths cause panic in much of the local high school population. Sheriff Marken's daughter, Jody (Brittany Murphy), is among the potential victims, since she has yet to sleep with her boyfriend, Kenny Ascott (Gabriel Mann). Can the lawman stop the killer before he goes after Jody?",63,41,"Cherry Falls"
