"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Francis Ford Coppola","Francis Ford Coppola","Francis Ford Coppola","American Zoetrope","R (Some Bloody Violence)","Horror, Mystery & Thriller, Fantasy","English","Nov 25, 2015","1h 28m","Flat (1.85:1)","When supernatural fiction writer Hall Baltimore arrives in an isolated small town, he hears about the local lore of vampires and an infamous mass murder. Eager for inspiration, Baltimore is swept into a surreal fever dream of eccentric characters.",30,19,"Twixt"
