"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jim McKay","Lauren Zalaznick","Denise Casano, Anna Grace, Jim McKay, Lili Taylor","October Films","C-Hundred Film Corp.","R","Drama","English","Jan 20, 1996, Original","$508.7K","1h 28m","Stereo","When high school senior Nikki (Aunjanue Ellis) commits suicide, the rest of her outcast friends try to figure out why. They stumble onto her diary and learn she had been raped, a fact that draws the others closer together as they fight through their own personal struggles. Patti (Lili Taylor) has a child with a violent father. Emma (Anna Grace) is also a rape victim. Angela (Bruklin Harris) clashes with a student from another clique. And all aim for a better future amid the turmoil.",85,80,"Girls Town"
