"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Xavier Giannoli","Edouard Weil, Pierre-Ange Le Pogam","Xavier Giannoli","EuropaCorp, France 3 Cinéma","Romance, Drama, Musical","French (France)","Sep 4, 2007","1h 52m","Dolby Digital","Alain Moreau (Gérard Depardieu) is the local lounge singer in a small French town and somewhat of a legend among his ardent female admirers. Though he sings to a packed house almost every night, Alain is all too aware that his career is coming to an end. One night, he encounters the much younger Marion (Cécile de France), whom he pursues despite her apparent disinterest. As Alain fabricates reasons to keep seeing Marion, his ex-wife and manager (Christine Citti) wonders about her own future.",94,53,"The Singer"
