"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Henry Hathaway","Louis De Rochemont","Charles G. Booth, Charles G. Booth, Barré Lyndon, John Monks Jr.","20th Century Fox","Mystery & Thriller","English","Sep 10, 1945, Original","Apr 6, 2014","1h 28m","In a story based on actual events, Nazi spies in New York City try to recruit German-American college student Bill Dietrich (William Eythe) at the height of World War II. Dietrich instead offers his services to the FBI as a double agent. Infiltrating the spy ring, which is headquartered in an East 92nd Street townhouse, Dietrich must contend with the house's beautiful owner (Signe Hasso) and, ultimately, a cache of smuggled atomic secrets that could derail the entire American war effort.",50,53,"The House on 92nd Street"
