"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Adam Pinney","Alex Orr","Adam Pinney","Drama","English","Nov 18, 2016","1h 16m","A successful toy inventor (Mike Brune) reflects on his lifelong obsession with a woman (Tallie Medel) who apparently hates him.",20,50,"The Arbalest"
