"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jonathan R. Betuel","Richard Abramson, Sue Baden-Powell","Jonathan R. Betuel","PG","Comedy, Drama","English","Oct 13, 2018","$53.3M","1h 32m","Surround","No-nonsense police detective Katie Coltrane (Whoopi Goldberg) lives in a futuristic world where dinosaurs coexist and communicate with humans, thanks to the wonders of science. However, Katie isn't too thrilled when she is teamed up with a goofy dinosaur partner named Theodore Rex (George Newbern). As they slowly learn to get along and appreciate each other, they investigate a series of murders that are connected to a much bigger and even more dangerous scientific development.",0,19,"Theodore Rex"
