"Director","Producer","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Mark L. Lester","Arthur Kent","R","Drama","English","Aug 10, 2016","1h 33m","A high-school music teacher (Perry King) hunts a hoodlum student (Timothy Van Patten) for attacking his wife (Merrie Lynn Ross).",71,67,"Class of 1984"
