"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Robert Zemeckis","Bob Gale","Columbia Pictures","Columbia","R","Comedy","English","Jul 11, 1980, Original","Apr 16, 2012","1h 53m","Rudy Russo (Kurt Russell) is an unscrupulous car salesman who aspires to become a politician. In the meantime, however, Rudy works for the nice but ineffective automobile dealer Luke Fuchs (Jack Warden). When Luke dies, Rudy takes over the lot, but he faces stiff competition from the scheming Roy L. Fuchs (also Warden) who wants his brother's business for himself. In order to get more customers, Rudy and Roy each devise ridiculous promotions to gain the upper hand.",77,69,"Used Cars"
