"Director","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Tommy Chong","Paramount Pictures","Paramount Pictures","R","Comedy","English","May 6, 1983, Wide","Sep 1, 2015","1h 31m","Stoners Cheech (Cheech Marin) and Chong (Thomas Chong) reunite and head to Amsterdam for a film festival after getting tickets from a promoter (Hans Man in 't Veld) in L.A. When they show up at a celebrity party, Cheech is mistaken for Burt Reynolds, and Chong for Dolly Parton. The duo rolls with it as they roll more joints, partake in the usual antics and eat every item -- which includes a lot of mushrooms -- on the menu at Amsterdam's Bvlgar Café.",10,65,"Cheech & Chong Still Smokin'"
