"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Jean-Pierre Dardenne, Luc Dardenne","Denis Freyd, Jean-Pierre Dardenne, Luc Dardenne","Jean-Pierre Dardenne, Luc Dardenne","New Yorker Films","Archipel 35, RTBF, Les Films du Fleuve","Drama","French (Canada)","Jan 10, 2003, Wide","$65.6K","1h 43m","Dolby SR, Dolby Digital, Dolby A, Dolby Stereo","Flat (1.66:1)","Olivier (Olivier Gourmet), a carpentry instructor at a rehab facility for boys, initially turns down young Francis' (Morgan Marinne) request to apprentice with him. He eventually gives in and begins to teach the troubled teenager, but, he also takes to following the boy through the streets, watching his every move and even going so far as to break into his home. After the reason for Olivier's dark obsession is finally exposed, he realizes that he must then make a difficult decision.",88,86,"The Son"
