"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Ivan Passer","Stephen Friedman","Universal/Universal Int","R","Romance, Comedy","English","Sep 20, 1985, Limited","Dec 1, 2008","$4.6M","1h 47m","With the help of student assistant Boris (Vincent Spano) and stolen university equipment, Dr. Harry Wolper (Peter O'Toole) plans to clone his dead wife. But then he meets Meli (Mariel Hemingway), an egg donor for his experiment, and they fall in love. Faced with choosing between his deceased wife and Meli, Dr. Wolper sees his situation in a new light when Boris' own new love, Barbara (Virginia Madsen), falls into a coma. Meanwhile, another professor tries shutting down the cloning project.",38,75,"Creator"
