"Director","Screenwriter","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Gerardo Naranjo","Gerardo Naranjo","Drama","English","1h 45m","In a small village on the Oaxacan coast, Marisol dreams of joining a self-defense group and living in freedom. In reality, she is constantly navigating a battle between the two men who seek to control her destiny: her passionate lover, Mundo, and her violent cousin Mauro, who keeps her captive.",100,NA,"Kokoloko"
