"Director","Screenwriter","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Alan Scott Neal","Taylor Sardoni","Horror, Mystery & Thriller","English","1h 21m","A rural roadside diner becomes the host of a maniacal killing spree – leaving a young waitress to clean up the mess. After hard-headed Nancy fires the staff at her dad’s diner, she decides to cover the last shift of the night by herself. Little does she know, she is far from alone. The day is coming back to haunt her and when things begin to spiral out of control, she must fight for her life over the course of one long night.",75,NA,"Last Straw"
