"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jane Anderson","Jane Anderson","Miramax","TV-MA (L)","Drama","English","Jan 16, 2007","1h 49m","Surround","After a 25-year marriage to Irma (Jessica Lange), Roy Applewood (Tom Wilkinson) shocks his family when he reveals that he has a gender identity disorder. The Applewood family is further thrown into turmoil when Roy decides to have a sex change operation to relieve the pain of being trapped in a man's body. Roy's co-workers are baffled, his church rejects him and his son, Wayne (Joe Sikora), struggles with the humiliation of having a father who now goes by the name Ruth.",100,76,"Normal"
