"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Kevin Bacon","Daniel Bigel, Michael Mailer, Kevin Bacon, Avi Lerner, Kyra Sedgwick","Hannah Shakespeare","Bigel/Mailer Films, Mixed Breed Films","R (Sexuality)","Drama","English","Jan 24, 2005, Original","Jun 16, 2006","Nov 23, 2015","$29.7K","1h 27m","Dolby Digital","A quirky, overly possessive single woman (Kyra Sedgwick) is taken aback by her young son Paul's (Dominic Scott Kay) growing independent streak. After unsuccessfully trying to strengthen their bond by taking the boy on vacation, Emily returns home and enrolls him in school. Believing that Paul is slipping away from her, Emily becomes unhinged.",18,36,"Loverboy"
