"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Floyd Mutrux","Richard Lederer","Columbia Pictures","Columbia","R","Comedy","English","May 30, 1980, Original","Apr 1, 2010","1h 39m","It's Halloween night, 1965, and members of the Hollywood Knights -- a drag-racing club -- have just been informed that their cherished Beverly Hills, Calif., hangout, Tubby's Diner, is being demolished to make way for an office building. Newbomb Turk (Robert Wuhl), the club's leader, vows to fight back. Duke (Tony Danza) and his girlfriend, Suzie Q (Michelle Pfeiffer), help Newbomb as they navigate a rough patch in their relationship. Meanwhile, the police work to shut the diner down.",14,71,"The Hollywood Knights"
