"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Adam Rifkin","Brian Cavallaro, Neil Mandt, Adam Rifkin, Gordon Whitener","Adam Rifkin","Broken Twig Productions Inc.","Comedy, Drama","English","Mar 27, 2018","$8.0K","1h 47m","An aging screen icon gets lured into accepting an award at a rinky-dink film festival in Nashville, Tenn., sending him on a hilarious fish-out-of-water adventure and an unexpectedly poignant journey into his past.",59,73,"The Last Movie Star"
