"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"William A. Wellman","Grace Perkins, Oliver H.P. Garrett, Charles Kenyon","MGM/UA Home Entertainment Inc., Warner Bros., The Vitaphone Corporation","Warner Brothers","Crime, Drama","English","Aug 8, 1931, Wide","Nov 21, 2016","1h 12m","Mono","Live-in nurse Lora Hart (Barbara Stanwyck) is sent to care for two ailing young children. As the health of her patients gets progressively worse, she begins to question the methods of the children's doctor. Eventually, Lora finds irrefutable evidence linking the doctor to a plot to murder the children. Unfortunately, it's the young nurse's word against the doctor's, and no one believes Lora. But she does have one ally -- a hardened criminal named Mortie (Ben Lyon) who owes Lora his life.",82,74,"Night Nurse"
