"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Robert Zemeckis","Steve Starkey, Robert Zemeckis","Carl Sagan, James V. Hart, Michael Goldenberg","Warner Home Vídeo","Warner Brothers","PG","Sci-Fi","English","Jul 11, 1997, Original","May 1, 2008","$100.9M","2h 30m","SDDS, DTS, Surround, Dolby Digital","35mm, Scope (2.35:1)","In this Zemeckis-directed adaptation of the Carl Sagan novel, Dr. Ellie Arroway (Jodie Foster) races to interpret a possible message originating from the Vega star system. Once first contact with an extraterrestrial intelligence is proven, Arroway contends with restrictive National Security Advisor Kitz (James Woods) and religious fanatics bent on containing the implications of such an event. An incredible message is found hidden in the signal, but will Arroway be the one to answer its call?",68,78,"Contact"
