"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Laurent Cantet","Caroline Benjo","Robin Campillo, Laurent Cantet","Seville Pictures","PG-13 (Sensuality)","Drama","French (Canada)","Mar 29, 2002, Original","Jan 14, 2003","$448.4K","2h 14m","Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR","Flat (1.85:1)","When Vincent (Aurélien Recoing) is fired from his job, he cannot bring himself to tell his wife (Karine Viard) and son. Rather than reveal the truth, he spins a web of lies to conceal his situation. With his father's help, he rents an apartment in nearby Geneva and claims he's been hired by the United Nations. He escalates his lies further when he creates an investment scheme and asks friends to contribute. His deception soon threatens to overwhelm his life and his family.",95,80,"Time Out"
