"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Henry Hathaway","Henry Hathaway","John Michael Hayes","Paramount Pictures","Paramount","Western","English","Jun 10, 1966, Original","Feb 14, 2016","2h 10m","Half-breed Max Sand (Steve McQueen) witnesses the brutal murder of his parents and vows to track down and kill the gang of men who did it. On his quest, he meets Jonas Cord (Brian Keith), a gunsmith who unsuccessfully tries to persuade Max to give up his vendetta. Instead, Cord teaches Sand how to shoot, and the young avenger uses that skill as he tracks down the killers one by one, a bloody journey that takes young Sand, now calling himself Nevada Smith, to Louisiana and back out West.",50,64,"Nevada Smith"
