"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"George Pal","George Pal","Ladislas Fodor","Metro-Goldwyn-Mayer","Galaxy Films","G","Kids & Family, Fantasy","English","Dec 22, 1958, Original","Jan 1, 2008","1h 32m","In a mythical land, woodcutter Jonathan (Bernard Miles) agrees not to chop down the oldest tree in the forest in return for three wishes granted by the Forest Queen. After he wastes two wishes bickering with his wife, the third brings them Tom (Russ Tamblyn), a thumb-sized child. The couple dote upon him, but are unable to protect him when, on his way to the village, the innocent Tom falls in with villainous Ivan (Terry-Thomas) and Tony (Peter Sellers).",100,64,"Tom Thumb"
