"Director","Distributor","Production Co","Genre","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"John Ford","20th Century Fox","20th Century Fox","Western","Aug 28, 1924, Original","Sep 21, 2020","2h 10m","As crews labor to finish the first transcontinental railroad, Pony Express rider Davy Brandon (George O'Brien) returns to his hometown. There a childhood friend, Miriam (Madge Bellamy) -- fiancée of the chief engineer (Cyril Chadwick) and daughter of the principal contractor -- convinces him to aid in the project's completion. Although his father, a murdered railroad surveyor, passed on the knowledge needed for the job, a slew of saboteurs attempt to thwart Brandon in his efforts.",82,80,"The Iron Horse"
