"Director","Producer","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"James Ivory","Ismail Merchant, Jean Pierre Querantonnais","R","Drama","English","Sep 24, 2019","$12.0K","1h 41m","Marya (Isabelle Adjani), a former chorus girl of humble origins, is gleefully living it up in the decadence of 1920s Paris until Stephan (Anthony Higgins), her art dealer husband, is convicted of theft. Broke and alone, she is taken in by H.J. (Alan Bates) and Lois Heidler (Maggie Smith), a posh and eccentric married couple who take pity on the poor girl, though they barely know her. But before long this trio will become hopelessly entangled in a treacherous love triangle.",44,33,"Quartet"
