"Director","Producer","Production Co","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Martin Campbell","Gale Anne Hurd","Columbia Pictures Corporation","R","Action, Adventure, Sci-Fi","English","$14.2M","1h 58m","Surround","The warden of a 2022 prison sends an ex-Marine (Ray Liotta) to a jungle island where inmates are left to die.",59,41,"No Escape"
