"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Val Guest","Aida Young","Warner Bros. Pictures","Hammer Films","G","Sci-Fi","English","Mar 17, 1971, Original","1h 36m","In a fictional past when humans and dinosaurs co-exist, a tribe attempts to sacrifice the beautiful Sanna (Victoria Vetri) as an offering to their gods for protection from the carnivorous beasts. Tara (Robin Hawdon), a fisherman from another tribe, rescues Sanna from the ritual and brings her to his home, enraging Tara's girlfriend, Ayak (Imogen Hassall). Tara and Sanna struggle to survive with hungry monsters hunting them for food and Sanna's tribe out for revenge.",17,27,"When Dinosaurs Ruled the Earth"
