"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Pawo Choyning Dorji","Jean-Christophe Simon, Feng Hsu, Stephanie Lai, Pawo Choyning Dorji","Pawo Choyning Dorji","Roadside Attractions","Journey to The East Films, Wooden Trailer Productions, An Amandala Production, N8 Studios, Tomson Films, Dangphu Dingphu: A 3 Pigs Production, The Jim Henson Company, Films Boutique, Closer Media, Visions Sud Est, CNC Aide aux cinémas du monde - Institut Français","PG-13","Drama","English","Feb 9, 2024, Limited","$164.5K","1h 47m","Digital 2.39:1","The Monk And The Gun captures the wonder and disruption as Bhutan becomes one of the world's youngest democracies. Known throughout the world for its extraordinary beauty and its emphasis on Gross National Happiness, the remote Himalayan Kingdom of Bhutan was the last nation to connect to the internet and television. And if that weren't enough change, the King announced shortly afterwards that he would cede his power to the people via their vote and a new form of government: Democracy.",92,100,"The Monk and the Gun"
