"Director","Producer","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Ken Annakin","Stan Margulies","20th Century Fox","G","Comedy","English","Jun 16, 1965, Original","Mar 1, 2013","2h 12m","In 1910, newspaper mogul Lord Rawnsley (Robert Morley) decides to offer a large cash sum to the first pilot to successfully fly over the English Channel. Aviation experts from near and far enter the race, including the underhanded Sir Percy Ware-Armitage (Terry-Thomas), wild American flyer Orvil Newton (Stuart Whitman) and British ace Richard Mays (James Fox). Orvil and Richard come out as the front-runners, but both men are distracted by Rawnsley's lovely daughter, Patricia (Sarah Miles).",80,75,"Those Magnificent Men in Their Flying Machines"
