"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Matt Duffer, Ross Duffer","Matt Duffer, Ross Duffer","Warner Bros.","Primal Pictures, Warner Bros.","R (Some Violence/Terror)","Horror, Mystery & Thriller","English","Sep 15, 2015, Wide","Oct 6, 2015","1h 23m","Living inside a fallout shelter, a couple (Alexander Skarsgård, Andrea Riseborough) and their young daughter face a mysterious threat from the outside.",83,67,"Hidden"
