"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Li Cheng","Li Cheng, George F. Roberson","Li Cheng, George F. Roberson","Outsider Pictures","Drama","Spanish","Jan 31, 2020, Limited","Oct 28, 2020","$26.6K","1h 25m","A 19-year-old's life in Guatemala City is routine and aimless, until he finds passion, pain and self-reflection through a relationship with a Caribbean migrant.",86,75,"José"
