"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Bahman Ghobadi","Bahman Ghobadi","Bahman Ghobadi","Shooting Gallery","MK2 Productions, Farabi Cinema Foundation, Bahman Ghobadi Films","Drama","Kurdish","Sep 13, 2000, Original","Feb 15, 2011","$701.5K","1h 20m","Stereo","The youngest of a destitute Kurdish family has a terminal illness, and his young siblings struggle to pay for a life-saving operation. In desperation, the eldest sister agrees to marry an Iraqi willing to care for the boy. At the border exchange, however, the family of the man rejects the sick boy, putting the siblings in a harrowing race against time.",86,83,"A Time for Drunken Horses"
