"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"George Cukor","Bert Granet","Ruth Gordon, Garson Kanin","Columbia Pictures","Columbia Pictures Corporation","Comedy, Drama","English","Mar 13, 1952, Original","Jan 28, 2014","1h 33m","Stereo","When on-the-rocks couple Florrie (Judy Holliday) and Chet Keefer (Aldo Ray) come before Judge Anne B. Carroll (Madge Kennedy) and request a divorce, Carroll asks the Keefers to recount for her the story of their marriage, in hopes that the troubled couple will recall what it was that brought them together in the first place. What follows is a turbulent tale filled with jealousy, pain, frustration and distrust -- in other words, the perfect recipe for love.",63,56,"The Marrying Kind"
