"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Greg MacGillivray","Shaun Macgillivray","Stephen Judson","Warner Bros. Pictures","G","Documentary","English","Apr 20, 2012, Limited","Mar 26, 2013","$14.6M","40m","With ice melting in their Arctic environment, a polar bear and her two cubs do what they can to adapt and survive.",64,66,"To the Arctic"
