"Director","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Laura Bispuri","Francesca Manieri, Laura Bispuri","Strand Releasing","Drama","Italian","Feb 1, 2019, Limited","Mar 14, 2019","$9.5K","1h 37m","Dolby Digital","Scope (2.35:1)","A 10-year-old girl living in a Sardinian village has no idea that her loving mother and the impetuous, free-spirited Angelica are connected by a secret. The girl's mother seems anxious about her daughter getting to know Angelica.",88,43,"Daughter of Mine"
