"Director","Producer","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Cecil B. DeMille","Cecil B. DeMille","Paramount","History, Drama","English","2h 3m","King Richard of England (Henry Wilcoxon) has no desire to marry the awful Princess Alice of France (Katherine DeMille). The Third Crusade offers him a good excuse to flee, so he sets off with his knights on a long journey to the Holy Land. When supplies diminish, Richard marries Princess Berengaria of Navarre (Loretta Young) in exchange for food from her father. Nearing their destination, Berengaria is captured by Saladin, Sultan of Islam (Ian Keith), whom Richard is determined to destroy.",100,44,"The Crusades"
