"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Ismail Merchant","Wahid Chowhan","Shahrukh Husain","Sony Pictures Classics","Merchant Ivory Productions, Channel Four Films","PG","Drama","Hindi","Jun 8, 1994, Original","Aug 10, 2005","2h 5m","Dolby","Family man and professor Deven (Om Puri) lands his dream writing gig: He is to interview the legendary, aging poet Nur (Shashi Kapoor). But the task proves to be anything but pleasurable, as Nur is a bloated alcoholic who continually frustrates his two wives, Imtiaz (Shabana Azmi) and Safiya (Sushma Seth). Deven is disappointed but doesn't give up, returning time after time so he can capture whatever essence remains of the poet. But in his devotion to Nur, Deven begins to neglect his own family.",67,62,"In Custody"
