"Director","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Norman Jewison","United Artists","R (Brief Nudity)","Comedy","English","Mar 23, 1970, Original","1h 46m","After runaway Ben Young (Beau Bridges) is robbed and left on his own, he is taken in by Lil (Melina Mercouri), the head of a Chicago brothel. Acting as a surrogate mother for Ben, who thinks she runs a boardinghouse, Lil gets him a job with Francis Sullivan (Brian Keith) at the local newspaper. As Ben is exposed to the workings of the big city, he realizes the extent of government corruption and sets out on the daunting task of reforming Chicago politics, finding several allies along the way.",50,NA,"Gaily, Gaily"
