"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Anne Wheeler","Gavin Wilding","Elyse Friedman","R","Romance, Comedy","English","Aug 15, 2005","1h 45m","Flat (1.85:1)","Novelist Jackie York (Wendy Crewson) is inching closer to 40, recovering from a painful breakup and battling a bad case of writers block. When she meets fellow writer Patrick (Joe Cobden), sparks fly between the pair, who initially found each other online. However, there's one thing making Jackie hesitant about her new lover: He's 20 years younger than she is. Despite Jackie's qualms and the presence of her prying ex-boyfriend, Lionel (Peter Coyote), she embarks on an affair with Patrick.",50,63,"Suddenly Naked"
