"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"James O'Connelly","Warner Brothers/Seven Arts","G","Fantasy","English","Jan 1, 2009","1h 35m","A Wild West showman (James Franciscus) and his cowboys find dinosaurs near a Mexican town and put one on display.",73,60,"The Valley of Gwangi"
