"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Joe Giannone","Joe Giannone","Jensen Farley Pictures","The Legend Lives Company","R","Horror, Mystery & Thriller","English","Jan 1, 1982, Original","Dec 2, 2016","1h 28m","Flat (1.85:1)","At a summer camp in the woods, Max (Carl Fredericks), one of the counselors, decides to regale the campers and other counselors with a frightening tale of a local serial killer, Madman Marz (Paul Ehlers). As the story goes, if his name is uttered above a whisper, he will return to the area to kill. Unimpressed and unafraid, an impudent teen, Richie (Jimmy Steele), feels compelled to test the legend -- despite the deadly consequences. Within moments, Madman Marz is back again for blood.",33,37,"Madman"
