"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Michael Almereyda","Anthony Katagas, Callum Greene","Michael Almereyda","IFC Productions, Keep Your Head","R (Some Language)","Mystery & Thriller, Drama","English","Jun 8, 2002, Original","Dec 14, 2005","Jan 19, 2017","$2.4K","1h 29m","After Muriel (Shalom Harlow) goes missing, her sister Amelia (Liane Balaban) tries to track her down. Aided by Bill (Clarence Williams III), a family friend and former CIA agent, Amelia finds out that Muriel had been having a lengthy Internet correspondence with a local man named Eddie (David Arquette). Once Bill and Amelia locate Eddie, an eccentric exterminator, and his brother Tom (Karl Geary), they find themselves even farther from Muriel than before.",50,43,"Happy Here and Now"
