"Director","Producer","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Jane Campion","John Maynard, Billy MacKinnon","R","Comedy, Drama","English","Sep 17, 1989, Original","Mar 23, 2017","$20.4K","1h 37m","Dawn (Geneviève Lemon), who goes by Sweetie, is plump, lively and somewhat delusional, standing in sharp contrast to her wiry and gloomy sister, Kay (Karen Colston), a sullen factory worker. Kay is pulled out of her day-to-day existence by Dawn's return to their town, and the girls attempt to reconnect with their parents, Flo (Dorothy Barry) and Gordon (Jon Darling), who are undergoing serious marital problems. As the family spends time together, their many issues rise to the surface.",90,74,"Sweetie"
