"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Jean Duval, Frank Passingham, Dave Borthwick","Butch Hartman, Cory Edwards","Weinstein Co.","Weinstein Company, Canal+, Pathé Pictures","G","Kids & Family, Adventure, Fantasy, Animation","English","Feb 24, 2006, Wide","Mar 23, 2017","$7.6M","1h 16m","Dolby SRD","Flat (1.85:1)","Florence and her animal friends live in the Enchanted Village, which is under the care of Zebedee, a kindly wizard. However, a dark cloud is approaching this sunny world. After being encased in ice for eons, Zeebad, the evil double of Zebedee, reappears and threatens to start another ice age. The only way to stop him is for Florence and friends to find three magic diamonds before he does.",8,22,"Doogal"
