"Director","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Stephen Berra","Stephen Berra","R (Language)","Drama","English","Mar 10, 2017","1h 30m","An aimless youth (Mark Webber) deals with his father's suicide, a bully (Chris Klein) and a possible romance.",33,52,"The Good Life"
