"Director","Producer","Genre","Original Language","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Sanamjit Singh Talwar","Shilpa Shetty Kundra, Sunil Lulla","Action","Hindi","Nov 30, 2016","1h 59m","Scope (2.35:1)","An ambitious young man (Harman Baweja) hatches a scheme to dethrone the top gangster and take his place.",0,15,"Dishkiyaoon"
