"Director","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Fritz Lang","Metro Goldwyn Mayer","Crime, Drama","English","Jan 1, 2009","1h 30m","Joe Wilson (Spencer Tracy) is an innocent man wrongly accused of a horrible crime while on his way to meet his fiancée, Katherine Grant (Sylvia Sidney). Held at a local jail, Joe is confronted by a frenzied mob and presumed dead after a massive fire. When his attackers aren't brought to justice, Joe, who narrowly escaped the blaze, resurfaces, intent on revenge. Katherine tries to dissuade him from carrying out his vengeful plan, but Joe's anger isn't easily dampened.",94,88,"Fury"
