"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Masaki Kobayashi","Shigeru Wakatsuki","Jumpei Gomikawa, Masaki Kobayashi, Zenzô Matsuyama","Brandon Films Inc., Image Entertainment Inc.","War","Japanese","Dec 14, 1959, Wide","3h 20m","Mono","Although war has broken out, conscientious objector Kaji (Tatsuya Nakadai) hopes his job as manager for a mining company will keep him from being conscripted. His latest pet project is to improve working conditions for Chinese laborers in a far-flung mine, and, although his employers have their doubts, they agree to it. Once there, Kaji is dejected to find very little support for his ideas, and as POWs are introduced to the workforce, he risks his position by helping them.",73,95,"The Human Condition I: No Greater Love"
