"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Abe Levitow","Henry G. Saperstein","Chuck Jones","Warner Bros.","Warner Bros., United Productions of America","G","Kids & Family, Musical, Animation","English","Oct 24, 1962, Original","Jan 1, 2009","1h 26m","This animated musical concerns Mewsette (Judy Garland), a starry-eyed cat who grows weary of life on a French farm and heads for the excitement of 1890s Paris. Her tomcat suitor, Jaune-Tom (Robert Goulet), and his furry cohort, Robespierre (Red Buttons), chase after Mewsette, but she's already fallen under the spell of a feline modeling-school racket run by the plump Madame Rubens-Chatte (Hermione Gingold) and her slimy assistant, Meowrice. Can Mewsette avoid corruption in the big city?",60,78,"Gay Purr-ee"
