"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Carlos López Estrada","Dave Harris, Mila Cuda, Olympia Miccio, Tyris Winter, Amaya Blankenship, Bene't Benton, Hanna Harris, Marco Bizio, Raul Herrera, Bryce Banks, Marquesha Babers, Walter Finnie Jr., Anna Osuna, Zach Perlmutter, Jason Alvarez, Austin Antoine, Maia Mayor, Madyson Park, Xochitl Morales","Good Deed Entertainment","Los Angeles Media Fund","R (Language Throughout|Sexual References)","Comedy, Drama","English","Jul 9, 2021, Limited","Aug 27, 2021","$18.7K","1h 35m","SUMMERTIME follows the intersecting stories of 27 youth spoken word poets over a single day in Los Angeles. The director's ground-breaking vision began at a poetry showcase where performers from across the City of Angels recited fearlessly personal texts about themselves, their communities, and their relationship to their city. The project was then developed around their individual poems and interwoven into a larger, unified, and gloriously moving narrative experiment -- part contemporary musical and part sociological art. SUMMERTIME explores themes of identity, community, and intersectionality through the unique perspectives of this diverse ensemble.",80,NA,"Summertime"
