"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Feng Xiao-Gang","Zhongjun Wang, John Chong","Sheng Heyu, Qiu Gangjian","Huayi Brothers Media, Media Asia Films Ltd. [hk]","Drama","Chinese","Sep 28, 2021","2h 9m","Dolby Digital","A Chinese empress (Ziyi Zhang) hatches plans of her own when her murderous husband (Ge You) banishes her stepbrother (Daniel Wu), whom she desires.",42,60,"The Banquet"
