"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Nagisa Ôshima","Taijun Takeda, Tsutomu Tamura","United Artists","United Artists","Drama","Japanese","Jan 1, 1966, Original","May 18, 2010","1h 39m","In economically barren post-World War II Japan, life is bleak for Shino (Saeda Kawaguchi), who is part of an agricultural commune that becomes a financial disaster. Things get even more troubling when Eisuke (Kei Satô), an embittered member of the commune, rapes Shino. She attempts to move on, only to learn that an increasingly disturbed Eisuke has continued to sexually abuse women. Yet Shino maintains a certain sympathy for Eisuke, and faces a moral dilemma when the cops ask her for help.",100,80,"Violence at Noon"
