"Director","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Ash Baron-Cohen","Ash Baron-Cohen","R","Drama","English","May 22, 2017","1h 46m","Surround","A beautiful young woman (Juliette Marquis) cares for her ailing father (James Woods) and goes on a blind date while working as a porn star.",50,44,"This Girl's Life"
