"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Orson Welles","Alexander Salkind, Michael Salkind","Orson Welles, Franz Kafka","Astor Pictures Corporation","Paris-Europa Productions","Drama, Sci-Fi","English","Dec 21, 1962, Original","Dec 9, 2022","Nov 8, 2016","$90.5K","1h 59m","Josef K. (Anthony Perkins) is accused of an unspecified crime and shambles through a series of bizarre encounters in an attempt to clear his name in the face of a hellish bureaucracy.",84,87,"The Trial"
