"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Nancy Walker","Allan Carr, Jacques Morali, Henri Belolo","EMI Films Ltd.","PG","Musical","English","Jun 20, 1980, Original","Jul 1, 2010","1h 58m","Surround","In this fictional account of the Village People, fashion model Samantha Simpson (Valerie Perrine) helps her roommate, Jack Morrell (Steve Guttenberg), try to get a record deal. Morrell's demo isn't perfect, so Simpson searches New York for a proper group to sing the songs and finds a group made up of a police officer, a cowboy, a construction worker, a soldier, an Indian and a biker. They are primed for success, but complications arise when advertisers grow wary of their image.",22,37,"Can't Stop the Music"
